Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"πύργος, -ου, ὁ",,purgos,"tower, fortified structure",4444,4
πυρέσσω,,puressō,"suffer with a fever, am sick with a fever",4445,2
"πυρετός, -οῦ, ὁ",,puretos,fever,4446,6
"πύρινος, -η, -ον",,purinos,"fiery, glittering",4447,1
"πυρός, -οῦ, ὁ",,puros,wheat,4450,
πυρόω,,puroō,"burn, set on fire, am purified by fire",4448,6
πυρράζω,,purrazō,"be (fiery) red, am red",4449,2
"Πύρρος, -ου, ὁ",,Purros,"flame coloured, Pyrrhus",,1
"πυρρός, -ά, -όν",,purros,"red, fire-red, orange",,2
"πύρωσις, -εως, ἡ",,purōsis,"burning, burning ordeal, trial, fiery test",4451,3
πωλέω,,pōleō,продавать,4453,22
"πῶλος, -ου, ὁ",,pōlos,"ослёнок, молодой осёл",4454,12
πώποτε,,pōpote,"ever yet, any time, at any time, ever",4455,6
πωρόω,,pōroō,"harden, render callous",4456,5
"πώρωσις, -εως, ἡ",,pōrōsis,"hardness, obstinancy, hardness of heart",4457,3
πώς,,pōs,"at all, somehow, in any way",,14
πῶς,,pōs,как?,4459,107
"Ῥαάβ, ἡ",,Raab,Rahab,4460,2
"ῥαββί, ὁ",,rabbi,"раввин, учитель, наставник",4461,17
ῥαββουνί,,rabbouni,"Rabboni, my master, Rabbi",4462,2
ῥαβδίζω,,rabdizō,"beat with a rod, beat with rods, scourge",4463,2
"ῥάβδος, -ου, ἡ",,rabdos,"посох, жезл",4464,12
"ῥαβδοῦχος, -ου, ὁ",,rabdouchos,"constable, police officer, lictor, Roman officer",4465,2
"Ῥαγαῦ, ὁ",,Ragau,"Ragau, Reu",4466,1
ῥᾴδιος,,radios,"easy, lightly, thoughtlessly",,
"ῥᾳδιούργημα, -τος, τό",,radiourgēma,"crime, act of villainy",4467,1
"ῥᾳδιουργία, -ας, ἡ",,radiourgia,"deceit, fraud, unscrupulousness, craftiness, villainy",4468,1
"ῥάθυμος, -ον",,rathumos,"taking things easy, indifferent, light-hearted",,
"Ραιφάν, ὁ",,Raiphan,Rephan,,
ῥακά,,raka,"empty-headed fool, empty, foolish",4469,1
"ῥάκος, -ους, τό",,rakos,"rag, piece of cloth",4470,2
"Ῥαμά, ἡ",,Rama,Rama,4471,1
ῥαντίζω,,rantizō,"sprinkle, cleanse, purify",4472,4
"ῥαντισμός, -οῦ, ὁ",,rantismos,"sprinkling, purification",4473,2
ῥαπίζω,,rapizō,"slap, strike",4474,2
"ῥάπισμα, -τος, τό",,rapisma,"blow, slap in the face, slap",4475,3
"ῥαφίς, -ίδος, ἡ",,raphis,needle,4476,3
"Ῥαχάβ, ἡ",,Rachab,Rahab,4477,1
"Ῥαχήλ, ἡ",,Rachēl,Rachel,4478,1
"Ῥεβέκκα, -ας, ἡ",,Rebekka,Rebecca,4479,1
ῥεγ́κω,,regkō,"snore, snort",,
"ῥέδα, -ης, ἡ",,reda,"chariot, carriage",4480,1
"Ῥεμφάν, ὁ",,Remphan,"Rephan, Saturn",4481,1
ῥέω,,reō,flow,4482,1
"Ῥήγιον, -ου, τό",,Rēgion,Rhegium,4484,1
"ῥῆγμα, -τος, τό",,rēgma,"wreck, ruin, destruction",4485,1
ῥήγνυμι,,rēgnumi,"break apart, throw down, dash, break, break forth",4486,7
"ῥῆμα, -τος, τό",,rēma,"слово, речь; дело, вещь",4487,68
"Ῥῆνος, -ος, ὁ",,Rēnos,rhine river,,
"Ῥησά, ὁ",,Rēsa,Rhesa,4488,1
"ῥήτωρ, -ορος, ὁ",,rētōr,"advocate, attorney, orator",4489,1
ῥητῶς,,rētōs,"expressly, explicitly, in so many words",4490,1
"ῥίζα, -ης, ἡ",,riza,"корень, отрасль, побег",4491,17
ῥιζόομαι,,rizoomai,be or become firmly rooted,,
ῥιζόω,,rizoō,"root, fix by the root",4492,2
"ῥιπή, -ῆς, ἡ",,ripē,"rapid movement, twinkling, blinking, glance, twinkle (of the eye)",4493,1
ῥιπίζομαι,,ripizomai,be tossed about by the wind,,
ῥιπίζω,,ripizō,toss to and fro,4494,1
ῥιπτέω,,ripteō,throw away,4495,1
ῥίπτω,,riptō,"throw, cast, throw off, toss",4496,7
"ῥίς, -ος, ἡ",,ris,nose,,
"Ῥοβοάμ, ὁ",,Roboam,Rehoboam,4497,2
"Ῥόδη, -ης, ἡ",,Rodē,Rhoda,4498,1
"Ῥόδος, -ου, ἡ",,Rodos,Rhodes,4499,1
ῥοιζηδόν,,roizēdon,"with a rushing sound, with a loud noise, with a great noise",4500,1
"ῥομφαία, -ας, ἡ",,romphaia,"sword, piercing grief",4501,7
"Ρουβήν, ὁ",,Roubēn,Reuben,,
"Ῥουβίμ, ὁ",Ῥουβήν,Roubim,Reuben,4502,1
"Ῥούθ, ἡ",,Routh,Ruth,4503,1
"Ῥοῦφος, -ου, ὁ",,Rouphos,Rufus,4504,2
"ῥύμη, -ης, ἡ",,rumē,"narrow street, lane, alley, street",4505,4
ῥύομαι,,ruomai,"спасать, избавлять",4506,18
ῥυπαίνομαι,,rupainomai,"defile, pollute, make filthy",,
ῥυπαρεύομαι,,rupareuomai,am filthy,4510,1
"ῥυπαρία, -ας, ἡ",,ruparia,"filthiness, vulgarity, filth, pollution",4507,1
"ῥυπαρός, -ά, -όν",,ruparos,"filthy, soiled, defiled",4508,2
"ῥύπος, -ου, ὁ",,rupos,"dirt, filth",4509,1
ῥυπόω,,rupoō,"soil, make impure, become dirty",4510,
"ῥύσις, -εως, ἡ",,rusis,"flowing, hemorrhage, issue",4511,3
"ῥυτίς, -ίδος, ἡ",,rutis,"wrinkle, spiritual defect",4512,1
Ῥωμαϊκός,,Rōmaikos,"Roman, Latin",4513,1
"Ῥωμαῖος, -ου, ὁ",,Rōmaios,Римлянин,4514,12
Ῥωμαϊστί,,Rōmaisti,"in Latin, in the Latin language",4515,1
"ῥώμη, -ης, ἡ",,rōmē,"Rome, strength, might",4516,8
ῥώννυμαι,,rōnnumai,"be strong, farewell",,
ῥώννυμι,,rōnnumi,"strengthen, farewell",4517,1
σαβαχθάνι,,sabachthani,"sabachthani, you have forsaken me",,2
σαβαχθανί,,sabachthani,thou hast forsaken me,4518,2
σαβαώθ,,sabaōth,"hosts, armies, Sabaoth, Lord of the Armies, Lord of Hosts",4519,2
"σαββατισμός, -οῦ, ὁ",,sabbatismos,"sabbath rest, sabbath observance, Sabbath rest",4520,1
"σάββατον, -ου, τό",,sabbaton,"суббота, неделя",4521,68
"σαγήνη, -ης, ἡ",,sagēnē,"dragnet, fishing net",4522,1
"Σαδδουκαῖος, -ου, ὁ",,Saddoukaios,саддукей,4523,13
"Σαδώκ, ὁ",,Sadōk,Zadok,4524,2
σαίνομαι,,sainomai,"flatter, disturb, agitate",,
σαίνω,,sainō,"move, disturb",4525,1
"σάκκος, -ου, ὁ",,sakkos,sackcloth,4526,4
"Σαλά, ὁ",,Sala,"Shelah, Sala",4527,2
"Σαλαθιήλ, ὁ",,Salathiēl,"Shealtiel, Salathiel",4528,3
"Σαλαμίς, -ῖνος, ἡ",,Salamis,Salamis,4529,1
"Σαλείμ, ",,Saleim,Salim,,1
σαλεύω,,saleuō,"трясти, качать, колебать",4531,15
"Σαλήμ, ἡ",,Salēm,Salem,4532,2
"Σαλμών, ὁ",,Salmōn,Salmon,4533,3
"Σαλμώνη, -ης, ἡ",,Salmōnē,Salmone,4534,1
"σάλος, -ου, ὁ",,salos,"surge, wave, tossing of the sea in a tempest",4535,1
"σάλπιγξ, -ιγγος, ἡ",,salpigx,труба,4536,11
σαλπίζω,,salpizō,трубить,4537,12
"σαλπιστής, -οῦ, ὁ",,salpistēs,trumpeter,4538,1
"Σαλώμη, -ης, ἡ",,Salōmē,Salome,4539,2
"Σαμάρεια, -ας, ἡ",,Samareia,Самария,4540,11
"Σαμαρείτης, -ου, ὁ",,Samareitēs,Samaritan,4541,9
"Σαμαρεῖτις, -ιδος, ἡ",,Samareitis,Samaritan woman,4542,2
"Σαμαρίτης, -ου, ὁ",,Samaritēs,Samaritan,,
"Σαμαρῖτις, -ιδος, ἡ",,Samaritis,Samaritan,,
"Σαμοθρᾴκη, -ης, ἡ",,Samothrakē,Samothrace,4543,1
"Σάμος, -ου, ἡ",,Samos,Samos (island),4544,1
"Σαμουήλ, ὁ",,Samouēl,Samuel,4545,3
"Σαμψών, ὁ",,Sampsōn,Samson,4546,1
"σανδάλιον, -ου, τό",,sandalion,sandal,4547,2
"σανίς, -ίδος, ἡ",,sanis,"board, plank",4548,1
"Σαούλ, ὁ",,Saoul,Saul,4549,9
"σαπρός, -ά, -όν",,sapros,"rotten, worthless, useless, corrupt",4550,8
"Σαπφείρη, -ης, ἡ",,Sappheirē,Sapphira,4551,1
"σάπφειρος, -ου, ἡ",,sappheiros,sapphire,4552,1
"Σάπφιρα, ἡ",,Sapphira,Sapphira,,
"σάπφιρος, -ου, ἡ",,sapphiros,sapphire,,
"σαργάνη, -ης, ἡ",,sarganē,basket,4553,1
"Σάρδεις, -εων, ἡ",,Sardeis,Sardis,4554,3
"σάρδιον, -ου, τό",,sardion,"carnelian, sardian stone",4556,2
"σαρδόνυξ, -υχος, ὁ",,sardonux,sardonyx,4557,1
"Σάρεπτα, -ων, τό",,Sarepta,Zarephath,4558,1
"σαρκικός, -ή, -όν",,sarkikos,плотской,4559,11
"σάρκινος, -η, -ον",,sarkinos,"of the flesh, fleshly, consisting of flesh",4560,4
σαρκόω,,sarkoō,"I make flesh, I produce flesh",,
"σάρξ, -ος, ἡ",,sarx,плоть,4561,147
σαρόω,,saroō,"sweep, sweep using a broom",4563,3
"Σάρρα, -ας, ἡ",,Sarra,Sarah,4564,4
"Σαρών, -ῶνος, ὁ",,Sarōn,Sharon,,1
"Σατᾶν, ὁ",,Satan,Satan,4566,1
"Σατανᾶς, -ᾶ, ὁ",,Satanas,"сатана, противник",4567,36
"σάτον, -ου, τό",,saton,"seah (a Hebrew measure), nearly three English gallons",4568,2
"Σαῦλος, -ου, ὁ",Σαῦλε,Saulos,"Саул, Савл",4569,17
σβέννυμι,,sbennumi,"quench, extinguish, suppress",4570,8
σεαυτοῦ,,seautou,тебя,4572,41
σεβάζομαι,,sebazomai,worship,4573,1
"σέβασμα, -τος, τό",,sebasma,object of worship,4574,2
"σεβαστός, -ή, -όν",,sebastos,"revered, august, venerated",4575,3
σέβομαι,,sebomai,"reverence, worship",4576,10
σέβω,,sebō,"reverence, worship",,
"σειρά, -ᾶς, ἡ",,seira,"cord, rope, chain",4577,1
"σεισμός, -οῦ, ὁ",,seismos,землетрясение,4578,13
σείω,,seiō,shake,4579,5
"Σεκοῦνδος, -ου, ὁ",,Sekoundos,Secundus,4580,1
"Σελεύκεια, -ας, ἡ",,Seleukeia,Seleucia,4581,1
"σελήνη, -ης, ἡ",,selēnē,moon,4582,9
σεληνιάζομαι,,selēniazomai,"be an epileptic, am a lunatic",4583,2
"Σεμεΐ, ὁ","Σεμεείν, Σεμεϊν",Semei,Semein,4584,1
"σεμίδαλις, -εως, ἡ",,semidalis,fine wheat flour,4585,1
"σεμνός, -ή, -όν",,semnos,"honorable, dignified, venerable, serious",4586,4
"σεμνότης, -ητος, ἡ",,semnotēs,"seriousness, dignity, honor",4587,3
"Σέργιος, -ου, ὁ",,Sergios,Sergius,4588,1
"Σερούχ, ὁ",,Serouch,Serug,4562,1
"Σήθ, ὁ",,Sēth,Seth,4589,1
"Σήμ, ὁ",,Sēm,Shem,4590,1
σημαίνω,,sēmainō,"indicate, signify",4591,6
"σημεῖον, -ου, τό",,sēmeion,"знак, знамение, чудо",4592,77
σημειόομαι,,sēmeioomai,"write, mark, take note of, note",4593,1
σήμερον,,sēmeron,сегодня,4594,41
σήπω,,sēpō,"decay, rot",4595,1
σηρικός,,sērikos,silken,4596,1
"σής, -σητός, ὁ",,sēs,moth,4597,3
"σητόβρωτος, -ον",,sētobrōtos,moth-eaten,4598,1
σθενόω,,sthenoō,"strengthen, make strong",4599,1
"σιαγών, -όνος, ἡ",,siagōn,"cheek, jawbone",4600,2
σιγάω,,sigaō,"be silent, become silent, keep silent",4601,9
"σιγή, -ῆς, ἡ",,sigē,"silence, quiet",4602,2
σιδήρεος,,sidēreos,made of iron,4603,5
"σίδηρος, -ου, ὁ",,sidēros,iron,4604,1
"σιδηροῦς, -ᾶ, -οῦν",,sidērous,(made of) iron,,
"Σιδών, -ῶνος, ἡ",,Sidōn,Сидон,4605,11
"Σιδώνιος, -α, -ον",,Sidōnios,Sidonian,4606,2
"σικάριος, -ου, ὁ",,sikarios,"dagger man, assassin, terrorist, murderer",4607,1
"Σικελία, -ας, ἡ",,Sikelia,Sicily,,
"σίκερα, τό",,sikera,"beer, liquor, strong drink, intoxicating drink",4608,1
"Σίλας, ὁ",,Silas,Сила,4609,12
"Σιλᾶς, -α, ὁ",,Silas,Сила,,12
"Σιλουανός, -οῦ, ὁ",,Silouanos,Silvanus,4610,4
"Σιλωάμ, ὁ",,Silōam,Siloam,4611,3
"σιμικίνθιον, -ου, τό",,simikinthion,apron,4612,1
"Σίμων, -ωνος, ὁ",,Simōn,Симон,4613,76
"Σινᾶ, ",,Sina,Sinai,4614,4
"σίναπι, -εως, τό",,sinapi,"mustard plant, mustard",4615,5
"σινδών, -όνος, ἡ",,sindōn,"fine cloth, linen cloth",4616,6
σινιάζω,,siniazō,"sift, prove by trials",4617,1
σιρικός,,sirikos,silk,,1
"σιτευτός, -ή, -όν",,siteutos,fattened,4618,3
"σιτίον, -ου, τό",,sition,"grain, food (plural)",,1
"σιτιστός, -ή, -όν",,sitistos,fattened,4619,1
"σιτομέτριον, -ου, τό",,sitometrion,"food allowance, ration, measured portion of grain or food",4620,1
"σῖτος, -ου, ὁ",,sitos,"зерно, пшеница",4621,14
"Σιών, ἡ",,Siōn,Zion,4622,7
σιωπάω,,siōpaō,"молчать, замолкать",4623,10
"σκαιός, -ος, ὁ",,skaios,"left, with the left hand, clumsy, awkward",,
σκανδαλίζω,,skandalizō,"вводить в грех, сбивать с пути",4624,30
"σκάνδαλον, -ου, τό",,skandalon,"искушение, соблазн, камень преткновения",4625,15
σκάπτω,,skaptō,dig,4626,3
"σκάφη, -ης, ἡ",,skaphē,"dish, small boat, boat",4627,3
"σκέλος, -ους, τό",,skelos,leg,4628,3
"σκέπασμα, -τος, τό",,skepasma,"covering, clothing",4629,1
"Σκευᾶς, -ᾶ, ὁ",,Skeuas,Sceva,4630,1
"σκευή, -ῆς, ἡ",,skeuē,"equipment, tackle, gear, fittings",4631,1
"σκεῦος, -ους, τό",,skeuos,"сосуд, судно, вещь, предмет, имущество",4632,23
"σκηνή, -ῆς, ἡ",,skēnē,"палатка, скиния",4633,20
"σκηνοπηγία, -ας, ἡ",,skēnopēgia,"Feast Booths or Tabernacles, feast of tabernacles",4634,1
"σκηνοποιός, -οῦ, ὁ",,skēnopoios,tent-maker,4635,1
"σκῆνος, -ους, τό",,skēnos,"tent, lodging",4636,2
σκηνόω,,skēnoō,"dwell, stay in a tent, encamp",4637,5
"σκήνωμα, -τος, τό",,skēnōma,"tent, dwelling",4638,3
"σκιά, -ᾶς, ἡ",,skia,"shadow, thick darkness, outline",4639,7
σκιρτάω,,skirtaō,"leap, leap for joy",4640,3
"σκληροκαρδία, -ας, ἡ",,sklērokardia,hardness of heart,4641,3
"σκληρός, -ά, -όν",,sklēros,"hard, rough, strong, violent, harsh, stern",4642,5
"σκληρότης, -ητος, ἡ",,sklērotēs,"hardness (of heart), stubbornness, hardness of heart",4643,1
"σκληροτράχηλος, -ον",,sklērotrachēlos,"stiff-necked, stubborn",4644,1
σκληρύνω,,sklērunō,harden,4645,6
"σκολιός, -ά, -όν",,skolios,"crooked, unscrupulous, perverse, unfair",4646,4
"σκόλοψ, -οπος, ὁ",,skolops,"thorn, splinter, stake or thorn",4647,1
σκοπέω,,skopeō,"look at, contemplate, observe, regard attentively, take heed",4648,6
"σκοπός, -οῦ, ὁ",,skopos,"goal, mark",4649,1
σκορπίζω,,skorpizō,"scatter, disperse",4650,5
"σκορπίος, -ου, ὁ",,skorpios,scorpion,4651,5
"σκοτεινός, -ή, -όν",,skoteinos,"dark, full of darkness",4652,3
"σκοτία, -ας, ἡ",,skotia,тьма,4653,17
σκοτίζω,,skotizō,darken,4654,8
"σκότος, -ους, τό",,skotos,тьма,4655,32
σκοτόω,,skotoō,darken,4656,3
"σκύβαλον, -ου, τό",,skubalon,"refuse, garbage, rubbish, dregs",4657,1
"Σκύθης, -ου, ὁ",,Skuthēs,Scythian,4658,1
"σκυθρωπός, -ή, -όν",,skuthrōpos,"sad, gloomy, sad-countenanced",4659,2
σκυθρωπῶς,,skuthrōpōs,"sadly, sullen, angrily",,
σκύλλω,,skullō,"trouble, bother, annoy, flay",4660,4
"σκῦλον, -ου, τό",,skulon,"booty, spoils, plunder, spoil taken from a foe",4661,1
"σκωληκόβρωτος, -ον",,skōlēkobrōtos,eaten by worms,4662,1
"σκώληξ, -ηκος, ὁ",,skōlēx,"worm, gnawing worm",4663,3
"σμαράγδινος, -η, -ον",,smaragdinos,"(of) emerald, made of emerald",4664,1
"σμάραγδος, -ου, ὁ",,smaragdos,emerald,4665,1
"σμύρνα, -ης, ἡ",,smurna,"myrrh (a costly perfume), Smyrna, myrrh","4666, 4667",4
σμυρνίζω,,smurnizō,"mix with myrrh, mingle with myrrh",4669,1
"Σόδομα, -ων, τό",,Sodoma,Содом,4670,10
"Σολομών, -ωνος, ὁ",,Solomōn,Соломон,4672,12
"σορός, -οῦ, ἡ",,soros,"coffin, bier, open coffin",4673,1
σός,,sos,твой,4674,27
"σουδάριον, -ου, τό",,soudarion,"face cloth, handkerchief, cloth",4676,4
"Σουσάννα, -ης, ἡ",,Sousanna,"Susanna, Susannah",4677,1
"σοφία, -ας, ἡ",,sophia,мудрость,4678,51
σοφίζω,,sophizō,"make wise, devise craftily",4679,2
"σοφός, -ή, -όν",,sophos,мудрый,4680,22
"Σπανία, -ας, ἡ",,Spania,Spain,4681,2
σπάομαι,,spaomai,"draw, pull out (a sword)",,
σπαράσσω,,sparassō,"convulse, shake to and fro",4682,4
σπαργανόω,,sparganoō,"wrap in cloths, wrap in swaddling clothes",4683,2
"Σπάρτη, -ας, ἡ",,Spartē,Sparta,,
σπαταλάω,,spatalaō,"live extravagantly, live a life of self-indulgent luxury",4684,2
σπάω,,spaō,draw (as a sword),4685,2
"σπεῖρα, -ης, ἡ",,speira,cohort,4686,7
σπείρω,,speirō,"сеять, рассеивать",4687,53
"σπεκουλάτωρ, -ορος, ὁ",,spekoulatōr,"courier, executioner, body-guardsman",4688,1
σπένδομαι,,spendomai,pour out (as a drink offering),,
σπένδω,,spendō,pour out as a libation,4689,2
"σπέρμα, -τος, τό",,sperma,"семя, отпрыск, потомство",4690,44
"σπερμολόγος, -ου, ὁ",,spermologos,"scavenger (of information), babbler",4691,1
σπεύδω,,speudō,"hasten, urge on, hurry, desire earnestly",4692,6
"σπήλαιον, -ου, τό",,spēlaion,"cave, den",4693,6
"σπιλάς, -άδος, ἡ",,spilas,"(hidden) reef, spot, stain, hidden rock, false teacher",4694,1
"σπίλος, -ου, ὁ",,spilos,"spot, stain, blemish, fault",4696,2
σπιλόω,,spiloō,"stain, defile, pollute, spot",4695,2
σπλαγχνίζομαι,,splagchnizomai,испытывать сострадание/жалость/сочуствие,4697,12
"σπλάγχνον, -ου, τό",,splagchnon,"внутренности, сердце, жалость, милость",4698,11
"σπόγγος, -ου, ὁ",,spoggos,sponge,4699,3
"σποδός, -οῦ, ἡ",,spodos,ashes,4700,3
"σπορά, -ᾶς, ἡ",,spora,seed,4701,1
σπόριμος,,sporimos,"grain field, sown, sown fields",4702,3
"σπόρος, -ου, ὁ",,sporos,"seed (sown), seed for sowing",4703,5
σπουδάζω,,spoudazō,"не жалеть сил, усердно трудиться",4704,11
"σπουδαῖος, -α, -ον",,spoudaios,"diligent, earnest, eager",4705,4
σπουδαιότερον,,spoudaioteron,more diligently,4706,3
σπουδαιοτέρως,,spoudaioterōs,"more earnestly, more carefully",4708,1
σπουδαίως,,spoudaiōs,"with haste, diligently, eagerly, earnestly",4709,2
"σπουδή, -ῆς, ἡ",,spoudē,"спешка, усердие, рвение",4710,12
"σπυρίς, -ίδος, ἡ",,spuris,"large basket, plaited basket",4711,5
"στάδιον, -οῦ, τό",,stadion,"stadia, length of a stadium, approximately 192 metres, one-eighth of a mile, arena, stadium, race course",4712,7
"στάδιος, ",,stadios,"stadia, approximately 160 metres, approximately 600 feet",,
"στάμνος, -ου, ἡ",,stamnos,"jar, jar or vase",4713,1
"στασιαστής, -οῦ, ὁ",,stasiastēs,"rebel, insurrectionist",,1
"στάσις, -εως, ἡ",,stasis,"standing, rebellion, dissension, place",4714,9
"στατήρ, -ῆρος, ὁ",,statēr,"stater (a coin), Jewish shekel",4715,1
"σταυρός, -οῦ, ὁ",,stauros,крест,4716,28
σταυρόω,,stauroō,распинать,4717,46
"σταφυλή, -ῆς, ἡ",,staphulē,"grape, bunch of grapes, grapes",4718,3
"στάχυς, -υος, ὁ",,stachus,"Stachys, head of grain","4719, 4720",6
"στέγη, -ης, ἡ",,stegē,"roof, flat roof of a house",4721,3
στέγω,,stegō,"endure, bear, cover, conceal, bear with",4722,4
"στεῖρα, -ας, ἡ",,steira,"barren, infertile",,
"στεῖρος, -α, -ον",,steiros,barren,4723,4
στέλλω,,stellō,"arrange, take care, withdraw from, keep away from",4724,2
"στέμμα, -τος, τό",,stemma,"wreath or garland of flowers, garland",4725,1
"στεναγμός, -οῦ, ὁ",,stenagmos,"groan, groaning",4726,2
στενάζω,,stenazō,"groan (internally), sigh deeply",4727,6
"στενός, -ή, -όν",,stenos,narrow,4728,3
στενοχωρέομαι,,stenochōreomai,"confine, restrain, crush",,
στενοχωρέω,,stenochōreō,"press upon, cramp, restrain",4729,3
"στενοχωρία, -ας, ἡ",,stenochōria,"difficulty, distress, anguish, narrow space, great distress",4730,4
"στερεός, -ά, -όν",,stereos,"hard, firm, solid, steadfast",4731,4
στερεόω,,stereoō,"make firm, strengthen, confirm, establish",4732,3
"στερέωμα, -τος, τό",,stereōma,"firmament, firmness, steadfastness",4733,1
"Στεφανᾶς, -ᾶ, ὁ",,Stephanas,Stephanas,4734,3
"στέφανος, -ου, ὁ",,stephanos,"венок, венец, корона","4735, 4736",25
στεφανόω,,stephanoō,"crown, reward, adorn",4737,3
"στῆθος, -ους, τό",,stēthos,"breast, chest",4738,5
στήκω,,stēkō,"стоять, твердо стоять",4739,8
"στηριγμός, -οῦ, ὁ",,stērigmos,"firmness, steadfastness",4740,1
στηρίζω,,stērizō,"укреплять, утверждать, устанавливать",4741,14
"στιβάς, -άδος, ἡ",,stibas,"leaves, leafy branch",,1
"στίγμα, -τος, τό",,stigma,"mark, brand, mark or brand",4742,1
"στιγμή, -ῆς, ἡ",,stigmē,"moment, point of time, instant, punctuation mark (grammar)",4743,1
στίλβω,,stilbō,"shine, be radiant, glisten, flash",4744,1
"στίχος, -ου, ὁ",,stichos,"verse, line, row",,
"στοά, -ᾶς, ἡ",,stoa,"portico, colonnade",4745,4
"στοιβάς, -αδος, ἡ",στιβάς,stoibas,"bough, branch of a tree",4746,1
"Στοϊκός, -ή, -όν",,Stoikos,Stoic,,
"στοιχεῖον, τό",,stoicheion,"elementary principles, elements, heavenly body, element",4747,7
στοιχέω,,stoicheō,"walk orderly, follow, walk",4748,5
"στολή, -ῆς, ἡ",,stolē,"equipment, apparel, robe, long robe",4749,9
"στόμα, -τος, τό",,stoma,"рот, уста; речь",4750,79
"στόμαχος, -ου, ὁ",,stomachos,stomach,4751,1
"στρατεία, -ας, ἡ",,strateia,"campaign, warfare, fight, military service",4752,2
"στράτευμα, -τος, τό",,strateuma,"expedition, army, company of soldiers",4753,8
στρατεύομαι,,strateuomai,"make war, hence to serve as a soldier, wage war, fight",4754,7
"στρατηγός, -οῦ, ὁ",,stratēgos,"начальник, командир",4755,10
"στρατιά, -ᾶς, ἡ",,stratia,"host, army, host of angels",4756,2
"στρατιώτης, -ου, ὁ",,stratiōtēs,солдат,4757,26
στρατολογέω,,stratologeō,"enlist soldiers, enlist troops",4758,1
"στρατοπεδάρχης, -ου, ὁ",,stratopedarchēs,"military commander, commander of a camp",4759,1
"στρατόπεδον, -ου, τό",,stratopedon,"legion, army, encamped army",4760,1
στρεβλόω,,strebloō,"torment, twist, distort, rack, pervert",4761,1
στρέφω,,strephō,"поворачиваться, обернуться, изменяться",4762,19
στρηνιάω,,strēniaō,"live in luxury, live sensually, live luxuriously",4763,2
"στρῆνος, -ους, τό",,strēnos,"sensuality, luxury, wantonness",4764,1
"στρουθίον, -ου, τό",,strouthion,"sparrow, small bird",4765,4
στρωννύω,,strōnnuō,"spread, furnish, make a bed",4766,7
"στυγητός, -ή, -όν",,stugētos,"hateful, loathsome, despicable, detestable",4767,1
στυγνάζω,,stugnazō,"become gloomy, be shocked or sad, am gloomy",4768,2
"στῦλος, -ου, ὁ",,stulos,pillar,4769,4
Στωϊκός,,Stōikos,Stoic,4770,1
σύ,,su,ты,4771,2900
"συγγένεια, -ας, ἡ",,suggeneia,"kinship, relatives, kindred, family",4772,3
συγγενής,,suggenēs,"родственник, сородич, соплеменник",4773,12
"συγγενίς, -ίδος, ἡ",,suggenis,"kinswoman, relative",,1
"συγγνώμη, -ης, ἡ",,suggnōmē,"concession, indulgence, pardon, permission",4774,1
"συγγραφεύς, -εως, ὁ",,suggrapheus,"author, historian, writer",,
συγκάθημαι,,sugkathēmai,sit with,4775,2
συγκαθίζω,,sugkathizō,"cause to sit down together, sit down together, cause to sit down with",4776,2
συγκακοπαθέω,,sugkakopatheō,"suffer together with someone, suffer hardships together with",4777,2
συγκακουχέομαι,,sugkakoucheomai,"sufferwith, be mistreated with",,1
συγκακουχέω,,sugkakoucheō,suffer ill-treatment with,4778,1
συγκαλέω,,sugkaleō,call together,4779,8
συγκαλύπτω,,sugkaluptō,"conceal, cover up, conceal closely, cover up wholly",4780,1
συγκάμπτω,,sugkamptō,"(cause to) bend, bend together, oppress",4781,1
συγκαταβαίνω,,sugkatabainō,"go down with someone, go down with",4782,1
"συγκατάθεσις, -εως, ἡ",,sugkatathesis,"agreement, union, assent",4783,1
συγκατατίθημι,,sugkatatithēmi,"agree with, consent to, assent to",4784,1
συγκαταψηφίζομαι,,sugkatapsēphizomai,"be enrolled with, be numbered with",,1
συγκαταψηφίζω,,sugkatapsēphizō,am voted or classed with,4785,1
συγκεράννυμι,,sugkerannumi,"blend, unite, compose, mix with",4786,2
συγκινέω,,sugkineō,"stir up, move, move together",4787,1
συγκλείω,,sugkleiō,"shut, enclose, confine, shut in",4788,4
"συγκληρονόμος, -ον",,sugklēronomos,"fellow heir, joint heir, participant",4789,4
συγκοινωνέω,,sugkoinōneō,"have fellowship with, participate, share",4790,3
"συγκοινωνός, -οῦ, ὁ",,sugkoinōnos,"partaker, participant, partner, partaker with, co-partner",4791,3
συγκομίζω,,sugkomizō,"bring in, bury, bear away together with",4792,1
συγκρίνω,,sugkrinō,"combine, compare",4793,3
συγκύπτω,,sugkuptō,"be bent over, am bent double",4794,1
"συγκυρία, -ας, ἡ",,sugkuria,"coincidence, chance, accident",4795,1
συγχαίρω,,sugchairō,rejoice with,4796,7
συγχέω,,sugcheō,"confuse, confound, bewilder, stir up",4797,5
συγχράομαι,,sugchraomai,"associate with, have dealings with",4798,1
"σύγχυσις, -εως, ἡ",,sugchusis,"confusion, tumult, disturbance",4799,1
συζάω,,suzaō,"live with, live together with",4800,3
συζεύγνυμι,,suzeugnumi,"join together, unite",4801,2
συζητέω,,suzēteō,"спорить, обсуждать",4802,10
"συζήτησις, -εως, ἡ",,suzētēsis,"mutual questioning, disputation",4803,2
