Word,alternate-spellings,transliteration,Gloss,Strongs,frequency
"στρατιά, -ᾶς, ἡ",,stratia,"host, army, host of angels",4756,2
"στρατιώτης, -ου, ὁ",,stratiōtēs,soldier,4757,26
στρατολογέω,,stratologeō,"enlist soldiers, enlist troops",4758,1
"στρατοπεδάρχης, -ου, ὁ",,stratopedarchēs,"military commander, commander of a camp",4759,1
"στρατόπεδον, -ου, τό",,stratopedon,"legion, army, encamped army",4760,1
στρεβλόω,,strebloō,"torment, twist, distort, rack, pervert",4761,1
στρέφω,,strephō,"turn, am converted, change",4762,21
στρηνιάω,,strēniaō,"live in luxury, live sensually, live luxuriously",4763,2
"στρῆνος, -ους, τό",,strēnos,"sensuality, luxury, wantonness",4764,1
"στρουθίον, -ου, τό",,strouthion,"sparrow, small bird",4765,4
στρωννύω,,strōnnuō,"spread, furnish, make a bed",4766,7
"στυγητός, -ή, -όν",,stugētos,"hateful, loathsome, despicable, detestable",4767,1
στυγνάζω,,stugnazō,"become gloomy, be shocked or sad, am gloomy",4768,2
"στῦλος, -ου, ὁ",,stulos,pillar,4769,4
Στωϊκός,,Stōikos,Stoic,4770,1
σύ,,su,you,4771,2967
"συγγένεια, -ας, ἡ",,suggeneia,"kinship, relatives, kindred, family",4772,3
συγγενής,,suggenēs,"relative, kin, related",4773,12
"συγγενίς, -ίδος, ἡ",,suggenis,"kinswoman, relative",,1
"συγγνώμη, -ης, ἡ",,suggnōmē,"concession, indulgence, pardon, permission",4774,1
"συγγραφεύς, -εως, ὁ",,suggrapheus,"author, historian, writer",,
συγκάθημαι,,sugkathēmai,sit with,4775,2
συγκαθίζω,,sugkathizō,"cause to sit down together, sit down together, cause to sit down with",4776,2
συγκακοπαθέω,,sugkakopatheō,"suffer together with someone, suffer hardships together with",4777,2
συγκακουχέομαι,,sugkakoucheomai,"sufferwith, be mistreated with",,1
συγκακουχέω,,sugkakoucheō,suffer ill-treatment with,4778,1
συγκαλέω,,sugkaleō,call together,4779,8
συγκαλύπτω,,sugkaluptō,"conceal, cover up, conceal closely, cover up wholly",4780,1
συγκάμπτω,,sugkamptō,"(cause to) bend, bend together, oppress",4781,1
συγκαταβαίνω,,sugkatabainō,"go down with someone, go down with",4782,1
"συγκατάθεσις, -εως, ἡ",,sugkatathesis,"agreement, union, assent",4783,1
συγκατατίθεμαι,,sugkatatithemai,"agree with, consent to",,1
συγκατατίθημι,,sugkatatithēmi,"give a vote with, assent to",4784,1
συγκαταψηφίζομαι,,sugkatapsēphizomai,"be enrolled with, be numbered with",,1
συγκαταψηφίζω,,sugkatapsēphizō,am voted or classed with,4785,1
συγκεράννυμι,,sugkerannumi,"blend, unite, compose, mix with",4786,2
συγκινέω,,sugkineō,"stir up, move, move together",4787,1
συγκλείω,,sugkleiō,"shut, enclose, confine, shut in",4788,4
"συγκληρονόμος, -ον",,sugklēronomos,"fellow heir, joint heir, participant",4789,4
συγκοινωνέω,,sugkoinōneō,"have fellowship with, participate, share",4790,3
"συγκοινωνός, -οῦ, ὁ",,sugkoinōnos,"partaker, participant, partner, partaker with, co-partner",4791,4
συγκομίζω,,sugkomizō,"bring in, bury, bear away together with",4792,1
συγκρίνω,,sugkrinō,"combine, compare",4793,3
συγκύπτω,,sugkuptō,"be bent over, am bent double",4794,1
"συγκυρία, -ας, ἡ",,sugkuria,"coincidence, chance, accident",4795,1
συγχαίρω,,sugchairō,rejoice with,4796,7
συγχέω,,sugcheō,"confuse, confound, bewilder, stir up",4797,5
συγχράομαι,,sugchraomai,"associate with, have dealings with",4798,1
"σύγχυσις, -εως, ἡ",,sugchusis,"confusion, tumult, disturbance",4799,1
συζάω,,suzaō,"live with, live together with",4800,3
συζεύγνυμι,,suzeugnumi,"join together, unite",4801,2
συζητέω,,suzēteō,"discuss, dispute, seek together",4802,10
"συζήτησις, -εως, ἡ",,suzētēsis,"mutual questioning, disputation",4803,2
"συζητητής, -οῦ, ὁ",,suzētētēs,"disputer, debater",4804,1
"σύζυγος, -ου, ὁ",,suzugos,"comrade, fellow worker, colleague",4805,1
συζωοποιέω,,suzōopoieō,"make alive together with someone, make alive together with",4806,2
"συκάμινος, -ου, ἡ",,sukaminos,"mulberry tree, sycamore tree",4807,1
"συκῆ, -ῆς, ἡ",,sukē,fig tree,4808,16
"συκομορέα, -ας, ἡ",,sukomorea,sycamore tree or fig mulberry tree,,1
"συκομωραία, -ας, ἡ",,sukomōraia,sycamore tree,4809,1
"σῦκον, -ου, τό",,sukon,fig,4810,4
συκοφαντέω,,sukophanteō,"acuse falsely, defraud, cheat, accuse falsely",4811,2
συλαγωγέω,,sulagōgeō,"make captive of, carry off as spoil, plunder",4812,1
συλάω,,sulaō,"rob, plunder",4813,1
συλλαλέω,,sullaleō,"talk with, discuss",4814,6
συλλαμβάνω,,sullambanō,"take, conceive, seize, apprehend, become pregnant",4815,16
συλλέγω,,sullegō,"collect, gather",4816,8
συλλογίζομαι,,sullogizomai,"reason, discuss, debate",4817,1
συλλυπέομαι,,sullupeomai,"be deeply grieved, feel sorry for, am grieved",4818,1
συμβαίνω,,sumbainō,"come together, come to pass, happen, occur",4819,8
συμβάλλω,,sumballō,"discuss, consider, meet with, ponder, encounter, confer or dispute with",4820,6
συμβασιλεύω,,sumbasileuō,"rule (as king) with someone, reign together with",4821,2
συμβιβάζω,,sumbibazō,"hold together, instruct, unite, prove",4822,6
συμβουλεύω,,sumbouleuō,"plot, advise, give advice",4823,5
"συμβούλιον, -ου, τό",,sumboulion,"counsel, council, advice",4824,8
"σύμβουλος, -ου, ὁ",,sumboulos,"adviser, counsellor, counselor",4825,1
"Συμεών, ὁ",,Sumeōn,"Simeon, Simeon",4826,7
"συμμαθητής, ὁ",,summathētēs,fellow disciple,4827,1
συμμαρτυρέω,,summartureō,"bear witness with, confirm, bear witness together with",4828,3
συμμερίζομαι,,summerizomai,"partake with, have a share in (middle)",4829,1
συμμέτοχος,,summetochos,"sharing with, partaking with, jointly partaking",4830,2
"συμμιμητής, -οῦ, ὁ",,summimētēs,"fellow imitator, joint imitator",4831,1
συμμορφίζομαι,,summorphizomai,"conform to, take on the same form as",,
"σύμμορφος, -ον",,summorphos,"similar in form, similar, conformed to",4832,2
συμμορφόω,,summorphoō,"bring to the same form with, conform",4833,1
συμπαθέω,,sumpatheō,"sympathize with, have compassion on",4834,2
συμπαθής,,sumpathēs,"sympathetic, understanding, sympathizing, compassionate",4835,1
συμπαραγίνομαι,,sumparaginomai,"come together with, help, come to the aid of",4836,2
συμπαρακαλέομαι,,sumparakaleomai,encourage together,,
συμπαρακαλέω,,sumparakaleō,"invite, encourage along with others",4837,1
συμπαραλαμβάνω,,sumparalambanō,"take along with, take along as a companion",4838,4
συμπαραμένω,,sumparamenō,remain or continue together with,4839,1
συμπάρειμι,,sumpareimi,"be together, be present with, am present together with",4840,1
συμπάσχω,,sumpaschō,"suffer with, suffer together with",4841,2
συμπέμπω,,sumpempō,"send with, send along with, send together with",4842,2
συμπεριλαμβάνω,,sumperilambanō,"embrace, embrace completely",4843,1
συμπίνω,,sumpinō,"drink with, drink together with",4844,1
συμπίπτω,,sumpiptō,"collapse, fall together",,1
συμπληρόω,,sumplēroō,"fulfill, be swamped, approach, fill completely",4845,3
συμπνίγω,,sumpnigō,"choke, choke utterly, crowd upon",4846,5
"συμπολίτης, -ου, ὁ",,sumpolitēs,fellow citizen,4847,1
συμπορεύομαι,,sumporeuomai,"come together, travel with, journey together with, assemble",4848,4
"συμπόσιον, -ου, τό",,sumposion,"party, group, drinking party, festive company",4849,2
"συμπρεσβύτερος, -ου, ὁ",,sumpresbuteros,fellow elder,4850,1
συμφέρω,,sumpherō,"bring together, it is profitable, collect, am profitable to",4851,17
σύμφημι,,sumphēmi,"concur, agree with, assent to",4852,1
"συμφορά, -άς, ἡ",,sumphora,"chance, circumstance",,
σύμφορος,,sumphoros,"beneficial, useful, profitable",,2
"συμφυλέτης, -ου, ὁ",,sumphuletēs,fellow countryman,4853,1
"σύμφυτος, -ον",,sumphutos,"identified with, united with, grown together",4854,1
συμφύω,,sumphuō,"grow at the same time, grow up with",4855,1
συμφωνέω,,sumphōneō,"agree with, agree together",4856,6
"συμφώνησις, -εως, ἡ",,sumphōnēsis,"agreement, harmony",4857,1
"συμφωνία, -ας, ἡ",,sumphōnia,"music, symphony, harmony of instruments",4858,1
σύμφωνος,,sumphōnos,"attuned to, harmonious, agreeing, agreeing with",4859,1
συμψηφίζω,,sumpsēphizō,"count up, add up, compute",4860,1
"σύμψυχος, -ον",,sumpsuchos,"harmonious, in unity, of one mind or spirit",4861,1
σύν,,sun,"with (+dative), beside (+dative)",4862,126
συνάγω,,sunagō,"gather together, bring together",4863,61
"συναγωγή, -ῆς, ἡ",,sunagōgē,"synagogue, assembly, congregation",4864,57
συναγωνίζομαι,,sunagōnizomai,"strive together, struggle in company with",4865,1
συναθλέω,,sunathleō,"contend along with, struggle along with, compete together with others",4866,2
συναθροίζω,,sunathroizō,"gather, bring together, gather together, assemble",4867,3
συναίρω,,sunairō,"settle accounts, make a reckoning",4868,3
"συναιχμάλωτος, -ου, ὁ",,sunaichmalōtos,"fellow prisoner, fellow captive",4869,3
συνακολουθέω,,sunakoloutheō,"follow along with, accompany",4870,3
συναλίζομαι,,sunalizomai,"assemble, gather together, am assembled together with",4871,1
συναλλάσσω,,sunallassō,reconcile,,1
συναναβαίνω,,sunanabainō,"come or go up with, go up with",4872,2
συνανάκειμαι,,sunanakeimai,recline at table with,4873,8
συναναμίγνυμι,,sunanamignumi,"associate with, mingle, keep company with",4874,3
συναναπαύομαι,,sunanapauomai,"rest with, rest along with",4875,1
συναντάω,,sunantaō,"meet with, hence to happen, meet, encounter",4876,6
"συνάντησις, -εως, ἡ",,sunantēsis,meeting with,4877,1
συναντιλαμβάνομαι,,sunantilambanomai,"help, assist",4878,2
συναπάγομαι,,sunapagomai,"lead away with, carry away, associate with",,
συναπάγω,,sunapagō,"lead away with, condescend to",4879,3
συναποθνῄσκω,,sunapothnēskō,"die with, die together with",4880,3
συναπόλλυμι,,sunapollumi,"destroy with, perish along with",4881,1
συναποστέλλω,,sunapostellō,"send with, send together with",4882,1
συναρμολογέομαι,,sunarmologeomai,fit or join together,,
συναρμολογέω,,sunarmologeō,fit together,4883,2
συναρπάζω,,sunarpazō,"seize, drag away, drag by force",4884,4
συναυξάνομαι,συναυξάνω,sunauxanomai,grow together,4885,1
συνδέομαι,,sundeomai,"bind together, be in prison with",,
"σύνδεσμος, -ου, ὁ",,sundesmos,"bond, fetter, band",4886,4
συνδέω,,sundeō,bind together,4887,1
συνδοξάζομαι,,sundoxazomai,"join in praise, be glorified with someone",,
συνδοξάζω,,sundoxazō,glorify together with,4888,1
"σύνδουλος, -ου, ὁ",,sundoulos,"fellow slave, fellow servant, colleague",4889,10
"συνδρομή, -ῆς, ἡ",,sundromē,running together,4890,1
συνεγείρω,,sunegeirō,"raise up with, raise along with",4891,3
"συνέδριον, -ου, τό",,sunedrion,"council, Sanhedrin",4892,22
"συνείδησις, -εως, ἡ",,suneidēsis,conscience,4893,32
σύνειμι,,suneimi,"be with, come together, am with","4895, 4896",3
συνεισέρχομαι,,suneiserchomai,"enter together, enter together with",4897,2
"συνέκδημος, -ου, ὁ",,sunekdēmos,"traveling companion, fellow traveler",4898,2
συνεκλεκτός,,suneklektos,"chosen together, fellow elect",4899,1
συνελαύνω,,sunelaunō,"compel, urge",4900,1
συνεπιμαρτυρέω,,sunepimartureō,"bear witness together with, unite in bearing witness",4901,1
συνεπίστημι,,sunepistēmi,rise up together against,4911,
συνεπιτίθημι,,sunepitithēmi,join in an attack,,1
συνέπομαι,,sunepomai,accompany,4902,1
συνεργέω,,sunergeō,work together,4903,5
"συνεργός, -οῦ, ὁ",,sunergos,fellow worker,4904,13
συνέρχομαι,,sunerchomai,"come together, come or go with, accompany, assemble",4905,32
συνεσθίω,,sunesthiō,eat with,4906,5
"σύνεσις, -εως, ἡ",,sunesis,"understanding, insight",4907,7
"συνετός, -ή, -όν",,sunetos,"intelligent, clever, wise, prudent",4908,4
συνευδοκέω,,suneudokeō,"consent, approve, agree heartily, agree, am of one mind with",4909,6
συνευωχέομαι,,suneuōcheomai,"feast together, carouse together, feast sumptuously with",4910,2
συνεφίστημι,,sunephistēmi,"join in an attack, rise up together",,1
συνέχω,,sunechō,"hold fast, oppress, press together, confine, compel, am afflicted with",4912,12
συνήδομαι,,sunēdomai,"delight in, rejoice together, delight inwardly in",4913,1
"συνήθεια, -ας, ἡ",,sunētheia,"habit, custom, practice",4914,2
"συνηλικιώτης, -ου, ὁ",,sunēlikiōtēs,"contemporary, one of the same age",4915,1
συνθάπτομαι,,sunthaptomai,bury (together) with,,
συνθάπτω,,sunthaptō,bury along with,4916,2
συνθλάομαι,,sunthlaomai,"crush together, smash to pieces",,
συνθλάω,,sunthlaō,"break, break in pieces",4917,2
συνθλίβω,,sunthlibō,"press together, crowd upon",4918,2
συνθρύπτω,,sunthruptō,"break in pieces, crush, thoroughly weaken",4919,1
συνίημι,,suniēmi,"understand, consider",4920,26
συνίστημι,,sunistēmi,"commend (transitive), stand with, consist (intransitive), prove, am composed of",4921,16
συνοδεύω,,sunodeuō,"travel together with, journey with, accompany",4922,1
"συνοδία, -ας, ἡ",,sunodia,"caravan, company traveling together",4923,1
σύνοιδα,,sunoida,"know, be conscious of, consider, am privy to",4894,4
συνοικέω,,sunoikeō,"live with, dwell with, live in wedlock with",4924,1
συνοικοδομέω,,sunoikodomeō,"build up together, build together with",4925,1
συνομιλέω,,sunomileō,"talk, converse with, talk with",4926,1
συνομορέω,,sunomoreō,"be next door to, am contiguous with",4927,1
συνοράω,,sunoraō,"perceive, comprehend, realize",,
"συνοχή, -ῆς, ἡ",,sunochē,"dismay, anguish, distress",4928,2
συντάσσω,,suntassō,"arrange, direct, order, arrange with, appoint",4929,3
"συντέλεια, -ας, ἡ",,sunteleia,"completion, end, consummation",4930,6
συντελέω,,sunteleō,"complete, accomplish, finish, fulfill",4931,7
συντέμνω,,suntemnō,"cut short, shorten, bring to swift accomplishment",4932,2
συντηρέω,,suntēreō,"preserve, treasure, defend, keep safe, keep in mind",4933,4
συντίθημι,,suntithēmi,"agree, make an agreement",4934,3
συντόμως,,suntomōs,"briefly, concisely",4935,2
συντρέχω,,suntrechō,"run together, go with, run with",4936,3
συντρίβω,,suntribō,"break in pieces, crush, break by crushing",4937,8
"σύντριμμα, -τος, τό",,suntrimma,"destruction, ruin, crushing",4938,1
"σύντροφος, -ου, ὁ",,suntrophos,"one broughr up with, foster brother, companion",4939,1
συντυγχάνω,,suntugchanō,"meet with, join, come to",4940,1
"Συντύχη, -ης, ἡ",,Suntuchē,Syntyche,4941,1
συνυποκρίνομαι,,sunupokrinomai,"join in hypocrisy, dissemble with",4942,1
συνυπουργέω,,sunupourgeō,"join in helping, help together",4943,1
συνωδίνω,,sunōdinō,"suffer agony together, am in travail together",4944,1
"συνωμοσία, -ας, ἡ",,sunōmosia,"conspiracy, plot",4945,1
"Συράκουσαι, -ῶν, ἡ",,Surakousai,Syracuse,4946,1
"Συρία, -ας, ἡ",,Suria,Syria,4947,8
"Σύρος, -ου, ὁ",,Suros,"Syrian man, Syrian",4948,1
"Συροφοινίκισσα, -ης, ἡ",,Surophoinikissa,"Syrophoenician woman, Syrophoenician",4949,1
"Σύρτις, -εως, ἡ",,Surtis,"Syrtis, quicksand",4950,1
σύρω,,surō,"draw, drag",4951,5
συσπαράσσω,,susparassō,"convulse, throw violently on the ground",4952,2
"σύσσημον, -ου, τό",,sussēmon,"signal, sign, standard, banner, signal agreed upon",4953,1
"σύσσωμος, -ον",,sussōmos,"of the same body, belonging to the same body",4954,1
"συστασιαστής, ὁ",,sustasiastēs,fellow insurgent,4955,1
"συστατικός, -ή, -όν",,sustatikos,commendatory,4956,2
συσταυρόομαι,,sustauroomai,crucify with,,
συσταυρόω,,sustauroō,crucify together with,4957,5
συστέλλω,,sustellō,"limit, shorten, cover, swathe",4958,2
συστενάζω,,sustenazō,"lament, groan together",4959,1
συστοιχέω,,sustoicheō,correspond to,4960,1
"συστρατιώτης, -ου, ὁ",,sustratiōtēs,fellow soldier,4961,2
συστρέφω,,sustrephō,"gather up, bring together, roll or gather together",4962,1
"συστροφή, -ῆς, ἡ",,sustrophē,"unruly gathering, conspiracy, gathering together, riotous concourse",4963,2
συσχηματίζομαι,,suschēmatizomai,"conform to, be conformed to",,
συσχηματίζω,,suschēmatizō,conform to,4964,2
"Συχάρ, ἡ",,Suchar,Sychar,4965,1
"Συχέμ, ὁ",,Suchem,Shechem,4966,2
"σφαγή, -ῆς, ἡ",,sphagē,"slaughter, sacrifice",4967,3
"σφάγιον, -ου, τό",,sphagion,"victim, offering, slaughtered victim",4968,1
σφάζω,,sphazō,slay,4969,10
"σφαῖρα, -ας, ἡ",,sphaira,"sphere, ball, globe",,
σφόδρα,,sphodra,"exceedingly, greatly",4970,11
σφοδρῶς,,sphodrōs,"exceedingly, greatly, violently",4971,1
σφραγίζω,,sphragizō,"seal, set a seal upon",4972,15
"σφραγίς, -ῖδος, ἡ",,sphragis,"seal, signet ring, impression of a seal, proof",4973,16
"σφυδρόν, -οῦ, τό",,sphudron,ankle,,1
"σφυρόν, -οῦ, τό",,sphuron,ankle bone,4974,1
σχεδόν,,schedon,"almost, nearly",4975,3
"σχῆμα, -τος, τό",,schēma,"outward appearance, form, shape, fashion, habit, appearance",4976,2
σχίζω,,schizō,"split, separate, tear",4977,11
"σχίσμα, -τος, τό",,schisma,"tear, division, rent",4978,8
"σχοινίον, -ου, τό",,schoinion,"rope, cord",4979,2
σχολάζω,,scholazō,"devote oneself to, be unoccupied, have leisure, stand empty",4980,2
"σχολή, -ῆς, ἡ",,scholē,"lecture hall, school, leisure",4981,1
σῴζω,σώζω,sōzō,"save, heal",4982,109
"σῶμα, -τος, τό",,sōma,"body, flesh",4983,146
"σωματικός, -ή, -όν",,sōmatikos,"bodily, corporeal",4984,2
σωματικῶς,,sōmatikōs,"in bodily form, bodily",4985,1
"Σώπατρος, -ου, ὁ",,Sōpatros,Sopater,4986,1
σωρεύω,,sōreuō,"heap up, weigh down with, load",4987,2
"Σωσθένης, -ους, ὁ",,Sōsthenēs,Sosthenes,4988,2
"Σωσίας, -ίου, ὁ",,Sōsias,Sosias,,
"Σωσίπατρος, -ου, ὁ",,Sōsipatros,Sosipater,4989,1
"σωτήρ, -ῆρος, ὁ",,sōtēr,"savior, deliverer, preserver",4990,23
"σωτηρία, -ας, ἡ",,sōtēria,"salvation, deliverance",4991,46
"σωτήριος, -ον",,sōtērios,"saving, bringing salvation, salvation",4992,5
σωφρονέω,,sōphroneō,"be of sound mind, judgment, am sober mindeded, exercise self control",4993,6
σωφρονίζω,,sōphronizō,"encourage, advise, urge, admonish",4994,1
"σωφρονισμός, -οῦ, ὁ",,sōphronismos,"self discipline, sound judgment, self control",4995,1
σωφρόνως,,sōphronōs,"soberly, sensibly, showing self control, with moderation",4996,1
"σωφροσύνη, -ης, ἡ",,sōphrosunē,"self control, moderation, good judgment, sanity, sobriety",4997,3
σώφρων,,sōphrōn,"self-controlled, sensible, prudent, temperate",4998,4
"ταβέρναι, -ῶν, ἡ",,tabernai,taverns,4999,1
"ταβέρνη, -ης, ἡ",,tabernē,"rest house, inn, tavern",,
"Ταβηθά, ἡ","Ταβιθά, Ταβειθά",Tabētha,"Tabitha, antelope",5000,2
"τάγμα, -τος, τό",,tagma,"division, group, class, order, rank",5001,1
"τακτός, -ή, -όν",,taktos,"fixed, appointed, arranged",5002,1
ταλαιπωρέω,,talaipōreō,"endure hardship, be miserable, am miserable, distressed",5003,1
"ταλαιπωρία, -ας, ἡ",,talaipōria,"distress, misery, hardship",5004,2
"ταλαίπωρος, -ον",,talaipōros,"miserable, wretched, afflicted",5005,2
"ταλαντιαῖος, -α, -ον",,talantiaios,"weighing a talent, talent in weight",5006,1
"τάλαντον, -ου, τό",,talanton,"talent, talent of silver or gold",5007,15
ταλιθά,,talitha,little girl,5008,1
"ταμεῖον, -ου, τό",,tameion,"inner room, storeroom, secret chamber",5009,4
"τάξις, -εως, ἡ",,taxis,"arranging, order, position, rank",5010,10
"ταπεινός, -ή, -όν",,tapeinos,"humble, downcast, lowly",5011,8
"ταπεινοφροσύνη, -ης, ἡ",,tapeinophrosunē,"lowliness of mind, humility",5012,7
ταπεινόφρων,,tapeinophrōn,humble,,1
ταπεινόω,,tapeinoō,"humble, humiliate",5013,14
"ταπείνωσις, -εως, ἡ",,tapeinōsis,"humiliation, humble state, abasement, low condition",5014,4
ταράσσω,,tarassō,"trouble, agitate, stir up",5015,17
"ταραχή, ἡ",,tarachē,"disturbance, tumult, sedition",5016,2
"τάραχος, -ου, ὁ",,tarachos,"disturbance, commotion",5017,2
"Ταρσεύς, -έως, ὁ",,Tarseus,"Tarsian, belonging to Tarsus",5018,2
"Ταρσός, -οῦ, ἡ",,Tarsos,Tarsus,5019,3
ταρταρόω,,tartaroō,"cast into Tartarus, cast into hell, thrust down to Tartarus",5020,1
"Ταρτησσός, -οῦ, ὁ",,Tartēssos,Tarshish,,
τάσσω,,tassō,"arrange, appoint, order, assign",5021,9
"ταῦρος, -ου, ὁ",,tauros,"bull, ox",5022,4
"ταφή, -ῆς, ἡ",,taphē,"burial, burial place",5027,1
"τάφος, -ου, ὁ",,taphos,"grave, tomb, burial place",5028,7
τάχα,,tacha,"perhaps, possibly, quickly",5029,2
ταχέως,,tacheōs,"quickly, soon, hastily",5030,10
"ταχινός, -ή, -όν",,tachinos,"imminent, swift, quick",5031,2
τάχιον,,tachion,more swiftly,5032,5
τάχιστα,,tachista,most swiftly,5033,1
"τάχος, -ους, τό",,tachos,"speed, quickness",5034,7
ταχύ,,tachu,"quickly, speedily, swiftly",5035,12
ταχύς,,tachus,"quickly, quick, swift",5036,1
τέ,,te,"and, both",5037,208
"τεῖχος, -ους, τό",,teichos,"wall, city wall",5038,9
"τεκμήριον, -ου, τό",,tekmērion,"proof, sign, certain proof",5039,1
"τεκνίον, -ου, τό",,teknion,little child,5040,8
τεκνογονέω,,teknogoneō,"bear or beget children, bear children",5041,1
"τεκνογονία, -ας, ἡ",,teknogonia,"bearing of children, child bearing",5042,1
"τέκνον, -ου, τό",,teknon,"child, descendant",5043,99
τεκνοτροφέω,,teknotropheō,bring up children,5044,1
"τέκτων, -ονος, ὁ",,tektōn,"builder, carpenter",5045,2
"τέλειος, -α, -ον",,teleios,"complete, perfect, mature, full grown",5046,19
"τελειότης, -ητος, ἡ",,teleiotēs,"perfection, completeness, maturity, perfectness",5047,2
τελειόω,,teleioō,"fill, fulfill, make perfect, complete, accomplish",5048,24
τελείως,,teleiōs,"fully, completely, perfectly",5049,1
"τελείωσις, -εως, ἡ",,teleiōsis,"perfection, fulfillment, completion",5050,2
"τελειωτής, -οῦ, ὁ",,teleiōtēs,"perfecter, completer",5051,1
τελεσφορέω,,telesphoreō,"produce mature fruit, bring fruit to maturity, bring to maturity",5052,1
τελευτάω,,teleutaō,"die, end, finish",5053,12
"τελευτή, -ῆς, ἡ",,teleutē,"end, death, end of life",5054,1
τελέω,,teleō,"finish, fulfill, end, accomplish, pay",5055,26
"τέλος, -ους, τό",,telos,"end, purpose, tax",5056,41
"τελώνης, -ου, ὁ",,telōnēs,tax collector,5057,22
"τελώνιον, -ου, τό",,telōnion,"tax office, tax collector's office",5058,3
"τέρας, -ατος, τό",,teras,"wonder, portent",5059,16
"Τέρτιος, -ου, ὁ",,Tertios,Tertius,5060,1
"Τέρτυλλος, -ου, ὁ",,Tertullos,Tertullus,5061,2
τεσσαράκοντα,τεσσεράκοντα,tessarakonta,"forty, 40",5062,22
τεσσαρακονταετής,,tessarakontaetēs,forty years of age,5063,2
τέσσαρες,,tessares,"four, 4",5064,41
"τεσσαρεσκαιδέκατος, -η, -ον",,tessareskaidekatos,fourteenth,5065,2
τεσσερακονταετής,,tesserakontaetēs,forty years,,2
"τεταρταῖος, -α, -ον",,tetartaios,"happening on the fourth day, four days since",5066,1
"τέταρτος, -η, -ον",,tetartos,fourth,5067,10
τετρααρχέω,,tetraarcheō,"tetrarch, rule",,3
"τετραάρχης, -ου, ὁ",,tetraarchēs,"tetrarch, ruler (lower than king)",,4
"τετράγωνος, -ον",,tetragōnos,"four cornered, rectangle, square",5068,1
"τετράδιον, -ου, τό",,tetradion,"squad of four soldiers, group of four soldiers",5069,1
"τετρακισχίλιοι, -αι, -α",,tetrakischilioi,"four thousand, 4000",5070,5
"τετρακόσιοι, -αι, -α",,tetrakosioi,"four hundred, 400",5071,4
"τετράμηνος, -ου, ἡ",,tetramēnos,"lasting four months, of four months",5072,1
"τετραπλοῦς, -ῆ, -οῦν",,tetraplous,"four times, fourfold",5073,1
τετράπους,,tetrapous,"four-footed animal, four-footed",5074,3
τετραρχέω,,tetrarcheō,rule over as a tetrarch,5075,3
"τετράρχης, -ου, ὁ",,tetrarchēs,tetrarch,5076,4
τεφρόω,,tephroō,reduce to ashes,5077,1
"τέχνη, -ης, ἡ",,technē,"art, craft, trade, skill",5078,3
"τεχνίτης, -ου, ὁ",,technitēs,"craftsman, artisan, designer",5079,4
τήκομαι,,tēkomai,"melt, dissolve",,
τήκω,,tēkō,"make liquid, melt",5080,1
τηλαυγῶς,,tēlaugōs,"plainly, clearly, distinctly",5081,1
"τηλικοῦτος, -αύτη, -οῦτο",,tēlikoutos,"so great, so large",5082,4
τηρέω,,tēreō,"keep, guard, observe",5083,75
"τήρησις, -εως, ἡ",,tērēsis,"imprisonment, keeping, prison, observance",5084,3
"Τιβεριάς, -άδος, ἡ",,Tiberias,Tiberias,5085,3
"Τιβέριος, -ου, ὁ",,Tiberios,Tiberius,5086,1
τίθημι,,tithēmi,"place, put",5087,97
τίκτω,,tiktō,"give birth to, bear, bring forth, produce",5088,19
τίλλω,,tillō,"pluck, pick, pluck off",5089,3
"Τιμαῖος, -ου, ὁ",,Timaios,Timaeus,5090,1
τιμάω,,timaō,"honor, value at a price",5091,21
"τιμή, -ῆς, ἡ",,timē,"honor, price",5092,42
"τίμιος, -α, -ον",,timios,"precious, honorable, of great price, honored",5093,14
"τιμιότης, -ητος, ἡ",,timiotēs,"wealth, prosperity, preciousness, costliness",5094,1
"Τιμόθεος, -ου, ὁ",,Timotheos,Timothy,5095,24
"Τίμων, -ωνος, ὁ",,Timōn,Timon,5096,1
τιμωρέω,,timōreō,punish,5097,2
"τιμωρία, -ας, ἡ",,timōria,"punishment, penalty",5098,1
τίνω,,tinō,"pay, pay a penalty",5099,1
τίς,,tis,"who?, which?, what?, why?",5101,562
τις,,tis,"one, someone, anyone, a specific person, something, a specific thing",5100,525
"Τίτιος, -ου, ὁ",,Titios,Titius,,1
"τίτλος, -ου, ὁ",,titlos,"inscription, notice, title",5102,2
"Τίτος, -ου, ὁ",,Titos,Titus,5103,13
τοιγαροῦν,,toigaroun,"consequently, therefore",5105,2
τοίνυν,,toinun,"accordingly, therefore, hence, indeed now",5106,4
"τοιόσδε, -άδε, -όνδε",,toiosde,"such as this, of this kind, such",5107,1
"τοιοῦτος, -αύτη, -οῦτον",,toioutos,"such, of such a kind",5108,61
"τοῖχος, -ου, ὁ",,toichos,"wall, house wall",5109,1
"τόκος, -ου, ὁ",,tokos,"interest, usury",5110,2
τολμάω,,tolmaō,"dare, endure, am bold",5111,16
τολμηρός,,tolmēros,rather boldly,,1
τολμηρότερον,,tolmēroteron,more boldly,5112,1
"τολμητής, -οῦ, ὁ",,tolmētēs,"bold, daring person, daring, presumptuous man",5113,1
"τομός, -ή, -όν",,tomos,"cutting, sharp",,1
τομώτερος,,tomōteros,"sharper, keener",5114,
"τόξον, -ου, τό",,toxon,bow,5115,1
"τοπάζιον, -ου, τό",,topazion,topaz,5116,1
